epoch,step,test_accuracy,test_class_0_acc,test_class_1_acc,test_class_2_acc,test_loss,train_accuracy,train_class_0_acc,train_class_1_acc,train_class_2_acc,train_loss,val_accuracy,val_class_0_acc,val_class_1_acc,val_class_2_acc,val_loss
10,379,,,,,,0.3764367699623108,0.5094017386436462,0.3063725531101227,0.25313282012939453,1.146098017692566,,,,,
10,389,,,,,,0.39080458879470825,0.5526316165924072,0.3071253001689911,0.2506024241447449,1.1177657842636108,,,,,
10,395,,,,,,,,,,,0.46157312393188477,0.9851348996162415,0.011572754010558128,0.04161447659134865,1.0360620021820068
11,399,,,,,,0.4073275923728943,0.5777414441108704,0.33170732855796814,0.21024258434772491,1.11745023727417,,,,,
11,409,,,,,,0.4288793206214905,0.5766423344612122,0.3325183391571045,0.2214765101671219,1.0879886150360107,,,,,
11,419,,,,,,0.4195402264595032,0.590979814529419,0.2997542917728424,0.23976609110832214,1.0919792652130127,,,,,
11,429,,,,,,0.33836206793785095,0.5755813717842102,0.2750929296016693,0.21161827445030212,1.168326497077942,,,,,
11,431,,,,,,,,,,,0.46157312393188477,0.9851348996162415,0.011572754010558128,0.04161447659134865,1.032788872718811
12,439,,,,,,0.3563218414783478,0.5651302933692932,0.2610229253768921,0.20245398581027985,1.1519651412963867,,,,,
12,449,,,,,,0.414511501789093,0.5885797739028931,0.2917933166027069,0.20789474248886108,1.092451810836792,,,,,
12,459,,,,,,0.3864942491054535,0.6024589538574219,0.28596803545951843,0.24340176582336426,1.1315943002700806,,,,,
12,467,,,,,,,,,,,0.46157312393188477,0.9851348996162415,0.011572754010558128,0.04161447659134865,1.0291640758514404
13,469,,,,,,0.4181034564971924,0.5996978878974915,0.28828829526901245,0.22418135404586792,1.0905630588531494,,,,,
13,479,,,,,,0.4389367699623108,0.6119610667228699,0.3125,0.19584569334983826,1.0808528661727905,,,,,
13,489,,,,,,0.36997127532958984,0.5811088681221008,0.25574272871017456,0.2579365372657776,1.1444470882415771,,,,,
13,499,,,,,,0.4066092073917389,0.6254125833511353,0.2469135820865631,0.23160172998905182,1.1185376644134521,,,,,
13,503,,,,,,,,,,,0.46495380997657776,1.0,0.0,0.04161447659134865,1.0268635749816895
14,509,,,,,,0.36925286054611206,0.5945378541946411,0.25044089555740356,0.2550143301486969,1.1535236835479736,,,,,
14,519,,,,,,0.37068966031074524,0.6201834678649902,0.2569659352302551,0.18129770457744598,1.1511183977127075,,,,,
14,529,,,,,,0.4360632300376892,0.6225626468658447,0.23853211104869843,0.23631122708320618,1.0921772718429565,,,,,
14,539,,,,,,0.4564860463142395,0.6092544794082642,0.1428571492433548,0.18779343366622925,1.0302876234054565,,,,,
14,539,,,,,,,,,,,0.46495380997657776,1.0,0.0,0.04161447659134865,1.0229493379592896
15,549,,,,,,0.42097699642181396,0.6520324945449829,0.2373887300491333,0.23863635957241058,1.1120104789733887,,,,,
15,559,,,,,,0.3735632300376892,0.6081370115280151,0.2562499940395355,0.2526315748691559,1.129894495010376,,,,,
15,569,,,,,,0.4159482717514038,0.6257575750350952,0.2298288643360138,0.22291021049022675,1.0831751823425293,,,,,
15,575,,,,,,,,,,,0.46495380997657776,1.0,0.0,0.04161447659134865,1.0193156003952026
16,579,,,,,,0.41235631704330444,0.6257575750350952,0.22461538016796112,0.21621620655059814,1.088360071182251,,,,,
16,589,,,,,,0.4683907926082611,0.6341463327407837,0.28527605533599854,0.27743902802467346,1.0499356985092163,,,,,
16,599,,,,,,0.4691092073917389,0.6055488586425781,0.2658730447292328,0.27009645104408264,1.0282435417175293,,,,,
16,609,,,,,,0.43103447556495667,0.6444099545478821,0.21446384489536285,0.2853025794029236,1.0901846885681152,,,,,
16,611,,,,,,,,,,,0.46495380997657776,1.0,0.0,0.04161447659134865,1.0158439874649048
17,619,,,,,,0.3936781585216522,0.6437613368034363,0.23716813325881958,0.21167883276939392,1.129921793937683,,,,,
17,629,,,,,,0.42097699642181396,0.6804733872413635,0.2759336233139038,0.2679900825023651,1.111009955406189,,,,,
17,639,,,,,,0.4554597735404968,0.6772333979606628,0.23600001633167267,0.2343750149011612,1.0729176998138428,,,,,
17,647,,,,,,,,,,,0.48704084753990173,1.0,0.0,0.12320389598608017,1.0115453004837036
18,649,,,,,,0.42241379618644714,0.6540362238883972,0.2350119948387146,0.25271740555763245,1.0872108936309814,,,,,
18,659,,,,,,0.37068966031074524,0.6190476417541504,0.22641508281230927,0.2380952537059784,1.1204832792282104,,,,,
18,669,,,,,,0.38936781883239746,0.6653306484222412,0.22735346853733063,0.24848483502864838,1.1296801567077637,,,,,
18,676,0.4894058406352997,1.0,0.0,0.1290173977613449,1.0108954906463623,,,,,,,,,,
